City,State,Utility,HDD,Climate_Region,Heat_Pump_HVAC_Rebate,Heat_Pump_Rebate_Note,Heat_Pump_Typical_Cost,Heat_Pump_Annual_Savings_Dollars,Heat_Pump_Payback_Years,Heat_Pump_Water_Heater_Rebate,Water_Heater_Cost,Water_Heater_Annual_Savings,Water_Heater_Payback_Years,Solar_Rebate,Solar_Typical_Cost_5KW,Solar_Annual_Savings,Solar_Payback_Years,Battery_Rebate,Battery_Typical_Cost,Battery_Annual_Value,Battery_Payback_Years,Home_Insulation_Rebate,Insulation_Typical_Cost,Insulation_Annual_Savings,Insulation_Payback_Years,Windows_Rebate,Windows_Typical_Cost,Windows_Annual_Savings,Windows_Payback_Years,EV_Charger_Rebate,EV_Charger_Typical_Cost,EV_Charger_Annual_Value,EV_Charger_Payback_Years,Smart_Thermostat_Rebate,Thermostat_Typical_Cost,Thermostat_Annual_Savings,Thermostat_Payback_Years,Electricity_Rate_2026,Natural_Gas_Rate_2026,Primary_Source_1,Primary_Source_2,Primary_Source_3
Long Beach,CA,LADWP,1900,Coastal Mediterranean,"$2,500/ton (ductless) $1,250/ton (central)",Use Los Angeles template,$10000-13000,$450-650,15-18,$750-1200,"$3,500-5,000",$300-400,10-14,$0,"$11,500-14,000",$700-900,15-20,$0,"$13,000-16,500",$250-400,35+,$0,"$2,500-4,000",$200-300,10-15,$0,"$4,500-7,000",$150-250,25-35,$300-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$100-125,2-3,"$0.19-0.22/kWh","$1.20-1.50/therm",https://www.ladwp.com/rebates,https://homeupgradespecialist.com/ladwp-rebates-2026-heat-pump-hvac-los-angeles/,SGIP/CPUC
Burbank,CA,LADWP,2300,Coastal Mediterranean,"$2,500/ton (ductless) $1,250/ton (central)",Use Los Angeles template,$10000-13000,$450-650,15-18,$750-1200,"$3,500-5,000",$300-400,10-14,$0,"$11,500-14,000",$700-900,15-20,$0,"$13,000-16,500",$250-400,35+,$0,"$2,500-4,000",$200-300,10-15,$0,"$4,500-7,000",$150-250,25-35,$300-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$100-125,2-3,"$0.19-0.22/kWh","$1.20-1.50/therm",https://www.ladwp.com/rebates,https://homeupgradespecialist.com/ladwp-rebates-2026-heat-pump-hvac-los-angeles/,SGIP/CPUC
Pasadena,CA,LADWP,2100,Coastal Mediterranean,"$2,500/ton (ductless) $1,250/ton (central)",Use Los Angeles template,$10000-13000,$450-650,15-18,$750-1200,"$3,500-5,000",$300-400,10-14,$0,"$11,500-14,000",$700-900,15-20,$0,"$13,000-16,500",$250-400,35+,$0,"$2,500-4,000",$200-300,10-15,$0,"$4,500-7,000",$150-250,25-35,$300-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$100-125,2-3,"$0.19-0.22/kWh","$1.20-1.50/therm",https://www.ladwp.com/rebates,https://homeupgradespecialist.com/ladwp-rebates-2026-heat-pump-hvac-los-angeles/,SGIP/CPUC
Glendale,CA,LADWP,2400,Coastal Mediterranean,"$2,500/ton (ductless) $1,250/ton (central)",Use Los Angeles template,$10000-13000,$450-650,15-18,$750-1200,"$3,500-5,000",$300-400,10-14,$0,"$11,500-14,000",$700-900,15-20,$0,"$13,000-16,500",$250-400,35+,$0,"$2,500-4,000",$200-300,10-15,$0,"$4,500-7,000",$150-250,25-35,$300-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$100-125,2-3,"$0.19-0.22/kWh","$1.20-1.50/therm",https://www.ladwp.com/rebates,https://homeupgradespecialist.com/ladwp-rebates-2026-heat-pump-hvac-los-angeles/,SGIP/CPUC
Santa Monica,CA,LADWP,1800,Coastal Mediterranean,"$2,500/ton (ductless) $1,250/ton (central)",Use Los Angeles template,$10000-13000,$450-650,15-18,$750-1200,"$3,500-5,000",$300-400,10-14,$0,"$11,500-14,000",$700-900,15-20,$0,"$13,000-16,500",$250-400,35+,$0,"$2,500-4,000",$200-300,10-15,$0,"$4,500-7,000",$150-250,25-35,$300-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$100-125,2-3,"$0.19-0.22/kWh","$1.20-1.50/therm",https://www.ladwp.com/rebates,https://homeupgradespecialist.com/ladwp-rebates-2026-heat-pump-hvac-los-angeles/,SGIP/CPUC
Folsom,CA,SMUD,3200,Hot-dry inland,"$3,000 (gas-to-electric)",Use Sacramento template,$9500-13000,$500-700,14-19,$4000,"$3,500-5,500",$350-450,8-13,$0-500,"$11,500-14,000",$600-800,16-21,"$10,000 + $440/yr",$13000-16500,$600-1000,12-18,$0,"$2,000-3,500",$200-350,8-15,$0,"$4,000-6,500",$150-250,20-35,$300-1000,"$1,400-2,100",$300-450,3-5,$75-100,$250-350,$100-150,2-4,"$0.16-0.18/kWh","$1.20-1.50/therm",https://www.smud.org/Corporate/About-us/News-and-Media/2026/2026/SMUD-boosts-rebates-for-heat-pumps,https://www.smud.org,https://dulocore.com/blog/smud-home-energy-rebates/
Roseville,CA,SMUD,3100,Hot-dry inland,"$3,000 (gas-to-electric)",Use Sacramento template,$9500-13000,$500-700,14-19,$4000,"$3,500-5,500",$350-450,8-13,$0-500,"$11,500-14,000",$600-800,16-21,"$10,000 + $440/yr",$13000-16500,$600-1000,12-18,$0,"$2,000-3,500",$200-350,8-15,$0,"$4,000-6,500",$150-250,20-35,$300-1000,"$1,400-2,100",$300-450,3-5,$75-100,$250-350,$100-150,2-4,"$0.16-0.18/kWh","$1.20-1.50/therm",https://www.smud.org/Corporate/About-us/News-and-Media/2026/2026/SMUD-boosts-rebates-for-heat-pumps,https://www.smud.org,https://dulocore.com/blog/smud-home-energy-rebates/
Rancho Cordova,CA,SMUD,3050,Hot-dry inland,"$3,000 (gas-to-electric)",Use Sacramento template,$9500-13000,$500-700,14-19,$4000,"$3,500-5,500",$350-450,8-13,$0-500,"$11,500-14,000",$600-800,16-21,"$10,000 + $440/yr",$13000-16500,$600-1000,12-18,$0,"$2,000-3,500",$200-350,8-15,$0,"$4,000-6,500",$150-250,20-35,$300-1000,"$1,400-2,100",$300-450,3-5,$75-100,$250-350,$100-150,2-4,"$0.16-0.18/kWh","$1.20-1.50/therm",https://www.smud.org/Corporate/About-us/News-and-Media/2026/2026/SMUD-boosts-rebates-for-heat-pumps,https://www.smud.org,https://dulocore.com/blog/smud-home-energy-rebates/
Chula Vista,CA,SDG&E,1600,Coastal Mediterranean,"$1,000-3,000 (TECH) $200-500 (equipment)","$7,500-8,000 if income-qualified",Use San Diego template,$10000-13000,$300-450,22-33,$200-500,"$3,500-5,500",$200-300,15-20,$0,"$11,500-14,000",$800-1000,12-16,$0,"$13,000-16,500",$250-400,35+,$0,"$2,000-3,500",$100-200,15-30,$0,"$4,000-6,500",$100-200,25-50,$250-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$75-100,3-5,"$0.21-0.24/kWh","$1.20-1.50/therm",https://www.sdge.com/rebates,https://energyrebatecalculator.com/utility/sdge,https://www.cpuc.ca.gov/sgip
Escondido,CA,SDG&E,2100,Coastal Mediterranean,"$1,000-3,000 (TECH) $200-500 (equipment)","$7,500-8,000 if income-qualified",Use San Diego template,$10000-13000,$300-450,22-33,$200-500,"$3,500-5,500",$200-300,15-20,$0,"$11,500-14,000",$800-1000,12-16,$0,"$13,000-16,500",$250-400,35+,$0,"$2,000-3,500",$100-200,15-30,$0,"$4,000-6,500",$100-200,25-50,$250-500,"$1,500-2,200",$300-450,4-7,$75-100,$250-350,$75-100,3-5,"$0.21-0.24/kWh","$1.20-1.50/therm",https://www.sdge.com/rebates,https://energyrebatecalculator.com/utility/sdge,https://www.cpuc.ca.gov/sgip
San Bernardino,CA,SCE,2100,Desert/foothill,"$2,500-3,000","$6,500 supplemental if income-qualified (zero-cost)",Use Riverside template,$9500-13000,$400-550,17-27,$2000,"$3,500-5,500",$300-400,9-15,$0,"$11,500-14,000",$800-1000,12-16,$0,"$13,000-16,500",$250-400,35+,$0,"$2,000-3,500",$250-350,6-12,$0,"$4,000-6,500",$200-300,15-25,$500-1000,"$1,400-2,100",$300-450,3-5,$75-120,$250-350,$100-150,2-3,"$0.18-0.21/kWh","$1.20-1.50/therm",https://www.sce.com/save-money/rebates-financial-assistance,https://energyrebatecalculator.com/utility/sce,https://dulocore.com/blog/sce-rebate-programs/
Ontario,CA,SCE,2200,Desert/foothill,"$2,500-3,000","$6,500 supplemental if income-qualified (zero-cost)",Use Riverside template,$9500-13000,$400-550,17-27,$2000,"$3,500-5,500",$300-400,9-15,$0,"$11,500-14,000",$800-1000,12-16,$0,"$13,000-16,500",$250-400,35+,$0,"$2,000-3,500",$250-350,6-12,$0,"$4,000-6,500",$200-300,15-25,$500-1000,"$1,400-2,100",$300-450,3-5,$75-120,$250-350,$100-150,2-3,"$0.18-0.21/kWh","$1.20-1.50/therm",https://www.sce.com/save-money/rebates-financial-assistance,https://energyrebatecalculator.com/utility/sce,https://dulocore.com/blog/sce-rebate-programs/
Moreno Valley,CA,SCE,2400,Desert/foothill,"$2,500-3,000","$6,500 supplemental if income-qualified (zero-cost)",Use Riverside template,$9500-13000,$400-550,17-27,$2000,"$3,500-5,500",$300-400,9-15,$0,"$11,500-14,000",$800-1000,12-16,$0,"$13,000-16,500",$250-400,35+,$0,"$2,000-3,500",$250-350,6-12,$0,"$4,000-6,500",$200-300,15-25,$500-1000,"$1,400-2,100",$300-450,3-5,$75-120,$250-350,$100-150,2-3,"$0.18-0.21/kWh","$1.20-1.50/therm",https://www.sce.com/save-money/rebates-financial-assistance,https://energyrebatecalculator.com/utility/sce,https://dulocore.com/blog/sce-rebate-programs/
Bakersfield,CA,SCE,2000,Desert/foothill,"$2,500-3,000","$6,500 supplemental if income-qualified (zero-cost)",Use Riverside template,$9500-13000,$400-550,17-27,$2000,"$3,500-5,500",$300-400,9-15,$0,"$11,500-14,000",$800-1000,12-16,$0,"$13,000-16,500",$250-400,35+,$0,"$2,000-3,500",$250-350,6-12,$0,"$4,000-6,500",$200-300,15-25,$500-1000,"$1,400-2,100",$300-450,3-5,$75-120,$250-350,$100-150,2-3,"$0.18-0.21/kWh","$1.20-1.50/therm",https://www.sce.com/save-money/rebates-financial-assistance,https://energyrebatecalculator.com/utility/sce,https://dulocore.com/blog/sce-rebate-programs/
New York City,NY,Con Edison,4800,Humid continental,"$10,000 (Con Ed direct)",Stack + NYSERDA Clean Heat for up to $14000 total,$11000-15000,$600-900,12-18,"$1,000-2,000","$3,500-5,500",$400-550,7-12,"$1,400-2,100","$13,000-16,000",$500-700,14-19,$0,"$13,000-16,500",$200-400,35+,$0,"$2,500-4,500",$300-500,8-15,$0,"$5,000-8,000",$200-400,20-35,$500-1000,"$1,500-2,200",$400-600,3-5,$50-100,$250-350,$100-200,2-4,"$0.24-0.28/kWh","$1.80-2.20/therm",https://www.coned.com/en/save-money/rebates-incentives-tax-credits,https://www.nyserda.ny.gov,https://energyrebatecalculator.com/utility/con-edison
Buffalo,NY,National Grid,7000,Cold continental,"$1,000-2,000 (National Grid)",Stack + NYSERDA Clean Heat for up to $12000-14000 total,$10000-14000,$800-1200,8-14,"$1,000-1,500","$4,000-6,000",$500-700,6-10,$0-1000,"$13,000-16,000",$400-600,20-30,$0,"$13,000-16,500",$200-400,35+,$750-2000,"$2,500-5,000",$400-600,5-10,$0,"$5,000-8,000",$300-500,12-20,$200-500,"$1,500-2,200",$300-450,4-6,$75-100,$250-350,$150-200,1.5-2.5,"$0.19-0.22/kWh","$1.60-2.00/therm",https://www.nationalgridus.com,https://www.nyserda.ny.gov,https://energyrebatecalculator.com/utility/national-grid
Rochester,NY,National Grid,6700,Cold continental,"$1,000-2,000 (National Grid)",Stack + NYSERDA Clean Heat for up to $12000-14000 total,$10000-14000,$750-1150,8-15,"$1,000-1,500","$4,000-6,000",$450-650,7-11,$0-1000,"$13,000-16,000",$400-600,20-30,$0,"$13,000-16,500",$200-400,35+,$750-2000,"$2,500-5,000",$400-600,5-10,$0,"$5,000-8,000",$300-500,12-20,$200-500,"$1,500-2,200",$300-450,4-6,$75-100,$250-350,$150-200,1.5-2.5,"$0.19-0.22/kWh","$1.60-2.00/therm",https://www.nationalgridus.com,https://www.nyserda.ny.gov,https://energyrebatecalculator.com/utility/national-grid
Syracuse,NY,National Grid,6900,Cold continental,"$1,000-2,000 (National Grid)",Stack + NYSERDA Clean Heat for up to $12000-14000 total,$10000-14000,$800-1200,8-14,"$1,000-1,500","$4,000-6,000",$500-700,6-10,$0-1000,"$13,000-16,000",$350-550,23-35,$0,"$13,000-16,500",$200-400,35+,$750-2000,"$2,500-5,000",$400-600,5-10,$0,"$5,000-8,000",$350-550,11-18,$200-500,"$1,500-2,200",$300-450,4-6,$75-100,$250-350,$150-250,1.5-2.5,"$0.19-0.22/kWh","$1.60-2.00/therm",https://www.nationalgridus.com,https://www.nyserda.ny.gov,https://energyrebatecalculator.com/utility/national-grid
Albany,NY,National Grid,6900,Humid continental,"$1,000-2,000 (National Grid)",Stack + NYSERDA Clean Heat for up to $12000-14000 total,$10000-14000,$800-1200,8-14,"$1,000-1,500","$4,000-6,000",$200-350,6-10,$0-1000,"$13,000-16,000",$400-600,20-30,$0,"$13,000-16,500",$200-400,35+,$750-2000,"$2,500-5,000",$400-600,5-10,$0,"$5,000-8,000",$300-500,12-20,$200-500,"$1,500-2,200",$300-450,4-6,$75-100,$250-350,$150-200,2-3,"$0.19-0.22/kWh","$1.60-2.00/therm",https://www.nationalgridus.com,https://www.nyserda.ny.gov,https://energyrebatecalculator.com/utility/national-grid
Yonkers,NY,Con Edison,4700,Humid continental,"$10,000 (Con Ed direct)",Stack + NYSERDA Clean Heat for up to $14000 total,Use NYC template,$11000-15000,$600-900,12-18,"$1,000-2,000","$3,500-5,500",$400-550,7-12,"$1,400-2,100","$13,000-16,000",$500-700,14-19,$0,"$13,000-16,500",$200-400,35+,$0,"$2,500-4,500",$300-500,8-15,$0,"$5,000-8,000",$200-400,20-35,$500-1000,"$1,500-2,200",$400-600,3-5,$50-100,$250-350,$100-200,2-4,"$0.24-0.28/kWh","$1.80-2.20/therm",https://www.coned.com/en/save-money/rebates-incentives-tax-credits,https://www.nyserda.ny.gov,https://energyrebatecalculator.com/utility/con-edison
